"order_item_id","order_id","created_at","order_status","order_item_quantity","categories","flubit_item_price","merchant_id","product_name","competior_scraped_price","product_ranking"
863910,796511,"2017-10-25 21:52:00","processing",1,"[\"Books\"]",17.32,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Butchering Poultry, Rabbit, Lamb, Goat, and Pork The Comprehensive Photographic Guide to Humane Slau",26.40,22.56
863909,796510,"2017-10-25 21:47:28","dispatched",1,"[\"Books\"]",7.43,"7368e5c8-4817-4b87-ae9e-72565c1b8db6"," THOMAS KINKADE THE DISNEY DREAMS COLLECT",9.29,51.15
863908,796509,"2017-10-25 21:46:59","processing",2,"[\"Home & Garden\"]",42.33,"b2a972be-30f8-40fe-8c59-a1326f1e54da","Large Decking Wooden Garden Planter Wood Trough Handmade Box (1.8M)",56.95,22.56
863907,796508,"2017-10-25 21:45:20","dispatched",2,"[\"Arts & Entertainment\"]",7.66,"1329af69-8e54-493c-9e40-97711a230694","Melissa & Doug Deluxe Happy Handle Stamp Set With 10 Stamps, 5 Colored Pencils, and 6-Color Washable Ink Pad",9.93,41.4
863906,796508,"2017-10-25 21:45:20","dispatched",1,"[\"Arts & Entertainment\",\"Arts & Entertainment\"]",24.18,"b85a6643-d403-4ed0-bf25-de1a6acad7be","Melissa & Doug Easel Accessory Set - Paint, Cups, Brushes, Chalk, Paper, Dry-Erase Marker",25.91,53.22
863905,796508,"2017-10-25 21:45:20","processing",1,"[\"Toys & Games\"]",19.70,"d73a2ea0-ceb4-4e14-a986-445535b2f4a6","Frozen DARP-OFRO019 Disney Kid's Adjustable Quad Roller Skates with Elbow Pads and Knee Pads Protection Set, Turquoise/Purple (Ofro019)",33.22,NULL
863904,796507,"2017-10-25 21:39:33","dispatched",1,"[\"Electronics\"]",6.49,"25e27143-d4a3-4ad0-9fb5-48f227c3da7c","Panasonic RP-HS46E-K Slim Clip on Earphone - Black",8.88,13.1
863903,796506,"2017-10-25 21:36:49","dispatched",1,"[\"Clothing & Accessories\"]",72.54,"0bda277b-280c-4541-92bf-5e54470598a8","Dr. Martens Kensington Flora Burgundy Leather - 5 UK",115.00,NULL
863902,796505,"2017-10-25 21:26:21","dispatched",1,"[\"Health & Beauty\",\"Home & Garden\",\"Health & Beauty\"]",43.25,"3ef260b3-59b4-46d8-a734-015bc3e787f1","Marc Jacobs Daisy EDT Spray 100 ml",62.50,53.67
863901,796504,"2017-10-25 21:21:50","processing",1,"[\"Books\"]",4.74,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Disney Baby My First Christmas",6.78,30.85
863900,796503,"2017-10-25 21:20:40","processing",2,"[\"Vehicle Parts & Accessories\"]",9.83,"b2a972be-30f8-40fe-8c59-a1326f1e54da","Kent G666 Car Valet Pack and Bucket",13.25,43.44
863899,796502,"2017-10-25 21:20:02","dispatched",1,"[\"DVDs & Videos\"]",68.89,"c21ee771-0fcb-11e3-8051-90b11c403c56","Miami Vice - The Complete Series [Blu-ray]",85.99,NULL
863898,796501,"2017-10-25 20:56:23","processing",1,"[\"Arts & Entertainment\"]",1.94,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Style Me Up Funky Tattoos Mini Sketchbook",3.36,11.63
863897,796500,"2017-10-25 20:54:25","processing",1,"[\"Hardware\"]",9.76,"9bab7105-f05d-47b9-80f2-90229a9466b6","Light & Darks Laundry Hamper",12.38,45.73
863896,796499,"2017-10-25 20:54:04","dispatched",1,"[\"Home & Garden\"]",9.75,"9f14a89b-7a05-48c3-a3f4-7f3ae1fbe780","Linetech24 3PCs Camouflage Duvet Set Duvet/Quilt Cover Set Pillow Cases Bedding Set (Double, Green)",14.32,NULL
863895,796498,"2017-10-25 20:52:09","dispatched",1,"[\"Home & Garden\"]",11.63,"301b5168-3afb-42e2-a0ba-c423e1d92228","2.4M Nuflex Hose 38MM",15.69,NULL
863894,796497,"2017-10-25 20:49:24","dispatched",1,"[\"Home & Garden\"]",17.54,"d84b53c8-4e0d-4f80-ba23-2502278f1e11","Tottenham Hotspur FC 66\" x 72\" Drop Polycotton Curtains Ready Made",21.74,NULL
863893,796496,"2017-10-25 20:47:17","processing",1,"[\"Cameras & Optics\"]",9.19,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","NGS VOX600 USB Stereo Headset with Microphone - Black/Red",NULL,NULL
863892,796495,"2017-10-25 20:47:09","dispatched",1,"[\"Health & Beauty\"]",16.12,"0b3ea44f-c236-469d-8c28-28d735eb85ed","Solgar L-Glutamine Powder 200g",20.25,NULL
863891,796494,"2017-10-25 20:37:30","processing",3,"[\"Hardware\"]",28.12,"2d0340f3-70d4-4f21-9513-97e597e5cb21","Osmo Wood Putty 7350 5 Litre Tub",48.60,NULL
863890,796494,"2017-10-25 20:37:30","dispatched",1,"[\"Hardware\"]",17.73,"2d0340f3-70d4-4f21-9513-97e597e5cb21","Osmo 3032C 0.75 Litre Polyx Hard wax Oil - Clear Satin",27.25,22.56
863889,796493,"2017-10-25 20:35:32","dispatched",1,"[\"Vehicle Parts & Accessories\"]",30.78,"eb0a1da8-52cf-41c0-9ca9-230302ae3277","UF Wheel Woolies (3 Piece Wheel Brush Set)",46.95,NULL
863888,796492,"2017-10-25 20:34:10","dispatched",1,"[\"Baby & Toddler\"]",35.78,"77099c22-0c51-441e-8a06-55f6ed4326f7","Dreambaby Retractable Stair Gate Black",46.99,42.22
863887,796491,"2017-10-25 20:17:34","dispatched",1,"[\"DVDs & Videos\"]",29.54,"c21ee771-0fcb-11e3-8051-90b11c403c56","The Mentalist - Season 1-7 [DVD] [2015]",49.99,22.56
863886,796490,"2017-10-25 20:09:41","processing",1,"[\"Health & Beauty\"]",10.58,"8c780bad-5a96-4626-87a4-1bb0d3da1cb0","Versace Pour Homme Gift set: 5ml Eau De Toilette + 25ml After Shave Balm +25ml Hair & Body Shampoo",15.00,NULL
863885,796489,"2017-10-25 20:08:12","processing",1,"[\"Home & Garden\"]",47.48,"7d009535-97ef-4725-ae4d-c09cc255fdff","Tefal Ingenio Essential Non-stick Saucepan Set, 7 Pieces - Black",78.07,22.56
863884,796488,"2017-10-25 20:05:51","dispatched",1,"[\"Books\"]",14.65,"7368e5c8-4817-4b87-ae9e-72565c1b8db6"," Edexcel AS and A level Mathematics Pure Mathematics Year 1/AS Textbook + e-book",19.99,62.33
863883,796487,"2017-10-25 20:04:32","dispatched",1,"[\"Home & Garden\"]",15.22,"5e95729c-4118-49e0-8ef0-90116b349025","Nicola Spring Patterned Porcelain Tea / Coffee / Sugar Canisters - Orange Print Design - Pack Of 3",19.99,NULL
863882,796486,"2017-10-25 20:03:25","pending",1,"[\"Arts & Entertainment\"]",57.25,"7bd8f583-0e67-4a91-929e-7e03ee997c6a","Winsor & Newton Trent Metal Sketching Easel",79.78,22.56
863881,796485,"2017-10-25 20:01:44","processing",1,"[\"Home & Garden\"]",152.06,"ed078f6b-3aad-40a8-a634-c32097de02b0","Tefal GV7620 Express Compact High Pressure Steam Generator Iron - Purple/White",197.99,38.22
863880,796484,"2017-10-25 19:55:49","dispatched",1,"[\"Books\"]",4.54,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Soldering and Brazing (Workshop Practice)",5.99,14.25
863879,796483,"2017-10-25 19:55:22","dispatched",1,"[\"Office Supplies\"]",9.53,"c21ee771-0fcb-11e3-8051-90b11c403c56","2018 Moleskine Maple Yellow Pocket Weekly Notebook Diary 12 Months Hard",16.00,49.56
863878,796482,"2017-10-25 19:45:46","processing",1,"[\"Books\"]",5.98,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Look Inside: Science (Usborne Look Inside)",9.99,NULL
863877,796481,"2017-10-25 19:39:10","dispatched",1,"[\"Hardware\",\"Hardware\"]",55.18,"a50931fc-b9dd-4ca1-9bfe-17600fdf0aee","Ryobi R18AG-0 ONE+ Angle Grinder, 18V (Body Only)",59.99,22.56
863876,796481,"2017-10-25 19:39:10","dispatched",1,"[\"Hardware\"]",12.18,"a50931fc-b9dd-4ca1-9bfe-17600fdf0aee","Ryobi UTB2 Tool Bag, Small - Green",14.99,33.54
863875,796481,"2017-10-25 19:39:10","dispatched",1,"[\"Hardware\",\"Hardware\"]",23.51,"a50931fc-b9dd-4ca1-9bfe-17600fdf0aee","Ryobi RB18L13 ONE+ 1.3 Ah Lithium Battery, 18 V",24.99,22.56
863874,796480,"2017-10-25 19:36:02","dispatched",1,"[\"Furniture\",\"Home & Garden\"]",28.66,"28a9dada-3b11-435e-954f-ed5691100344","Dihl 50 Litre Rectangle Sensor Bin, White",38.99,NULL
863873,796479,"2017-10-25 19:33:52","dispatched",1,"[\"Arts & Entertainment\"]",9.03,"7bd8f583-0e67-4a91-929e-7e03ee997c6a","Escoda Brush 1549 Versatil Rigger 10 Round",18.21,NULL
863872,796478,"2017-10-25 19:33:23","dispatched",1,"[\"Home & Garden\"]",5.37,"9485b21d-dad7-45be-845e-de8d595d0f8c","Duvet Cover with Pillow Case Bedding Set Bounce Multi Colour White Single",10.99,NULL
863871,796477,"2017-10-25 19:30:46","processing",1,"[\"Home & Garden\"]",29.23,"ed078f6b-3aad-40a8-a634-c32097de02b0","Breville VTP068 Digital Herb Infusion Steamer",37.00,NULL
863870,796476,"2017-10-25 19:30:03","processing",1,"[\"Hardware\"]",357.01,"0b143caa-0580-4feb-8c98-95c40a3780a1","Hitachi Cordless 16G Straight Finish Nailer 18 Volt 2 x 3.0Ah Li-Ion",494.38,NULL
863869,796475,"2017-10-25 19:25:37","dispatched",1,"[\"Clothing & Accessories\"]",11.25,"d84b53c8-4e0d-4f80-ba23-2502278f1e11","Marvel Comics Printed Comic Strip Style Messenger Bag - Official",22.31,22.56
863868,796475,"2017-10-25 19:25:37","processing",1,"[\"Toys & Games\"]",22.62,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","LEGO 10702 Creative Building Set",20.00,42
863867,796475,"2017-10-25 19:25:37","dispatched",1,"[\"Health & Beauty\"]",6.84,"3ef260b3-59b4-46d8-a734-015bc3e787f1","Make Up Cosmetic Set Mixed Kit Urban Beauty Lucky Dip Gift Bag 10 Pieces - x2",12.99,17.94
863866,796475,"2017-10-25 19:25:37","processing",1,"[\"Health & Beauty\",\"Health & Beauty\"]",12.98,"af2bcd7b-28be-48aa-bb04-764f86f5c902","Technic Essentials Clear Carry Case Make-up Set",16.94,53.56
863865,796475,"2017-10-25 19:25:37","processing",1,"[\"Toys & Games\"]",13.84,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Lego Classic Children's Quartz Watch with White Dial Analogue Display and Blue Plastic or Pu Strap 8020189",19.99,70
863864,796474,"2017-10-25 19:22:21","dispatched",1,"[\"DVDs & Videos\"]",29.54,"c21ee771-0fcb-11e3-8051-90b11c403c56","The Mentalist - Season 1-7 [DVD] [2015]",49.99,22.56
863863,796473,"2017-10-25 19:17:44","dispatched",1,"[\"Toys & Games\"]",18.07,"1329af69-8e54-493c-9e40-97711a230694","Playmobil 9247 Dragons Astrid & Stormfly",18.16,53.22
863862,796473,"2017-10-25 19:17:44","dispatched",1,"[\"Toys & Games\"]",25.20,"1329af69-8e54-493c-9e40-97711a230694","Playmobil 9246 Dragons Hiccup & Toothless with LED Light Effects",33.28,56.89
863861,796473,"2017-10-25 19:17:44","dispatched",1,"[\"Toys & Games\"]",74.39,"1329af69-8e54-493c-9e40-97711a230694","Playmobil 9243 Dragons Berk Island Fortress with Firing Cannons",92.95,52.89
863860,796472,"2017-10-25 19:10:11","processing",1,"[\"Home & Garden\"]",58.22,"0a01141c-a7ba-4310-9068-aae6fef48b1c","Dreamland Intelliheat Harmony Double Heated Over Blanket with Dual Control",79.99,37
863859,796471,"2017-10-25 19:08:28","dispatched",1,"[\"Home & Garden\"]",14.56,"301b5168-3afb-42e2-a0ba-c423e1d92228","Miele 1st Type' S200/S600 Series Plastic Bent End, 35 mm, Black",26.99,NULL
863858,796470,"2017-10-25 18:57:48","processing",1,"[\"Books\"]",19.43,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The Art of Over the Garden Wall",27.99,22.56
863857,796469,"2017-10-25 18:57:33","processing",1,"[\"Home & Garden\"]",19.15,"ed078f6b-3aad-40a8-a634-c32097de02b0","4 X Oracstar One Shot Drain Cleaner 1L (336005)",22.51,NULL
863856,796468,"2017-10-25 18:51:15","processing",1,"[\"Books\"]",4.78,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Lost in the Toy Museum: An Adventure",6.99,NULL
863855,796468,"2017-10-25 18:51:15","dispatched",1,"[\"Books\"]",4.28,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Traction Man Is Here",5.24,NULL
863854,796468,"2017-10-25 18:51:15","dispatched",1,"[\"Books\"]",6.17,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Guess How Much I Love You: My Baby Book",7.87,18.86
863853,796467,"2017-10-25 18:49:33","processing",1,"[\"Toys & Games\"]",19.89,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Citadels Game",26.93,NULL
863852,796466,"2017-10-25 18:39:46","processing",1,"[\"Books\"]",7.40,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The Death of Cool From Teenage Rebellion to the Hangover of Adulthood",11.58,19.82
863851,796465,"2017-10-25 18:39:21","dispatched",1,"[\"Home & Garden\"]",33.83,"b4509379-ab90-5b22-9c34-b60a1e3fea5a","Felco C7 Cable Cutter",46.79,17
863850,796464,"2017-10-25 18:32:54","dispatched",1,"[\"Books\"]",12.08,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Build Your Own Motorcaravan (2nd Edition)",14.88,22.56
863849,796463,"2017-10-25 18:31:53","dispatched",1,"[\"Books\"]",4.01,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","THOMAS KINKADE THE DISNEY DREAMS COLLECT",5.99,23.73
863848,796462,"2017-10-25 18:29:20","processing",1,"[\"Home & Garden\",\"Home & Garden\",\"Home & Garden\"]",21.22,"ed078f6b-3aad-40a8-a634-c32097de02b0","BRITA MAXTRA Water Filter Cartridges - 6 Pack",27.95,99
863847,796461,"2017-10-25 18:19:02","processing",1,"[\"Toys & Games\"]",29.02,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Mercedes Benz Sprinter Animal Transporter (including 1 x Horse)",40.99,NULL
863846,796460,"2017-10-25 18:18:03","dispatched",1,"[\"Hardware\"]",28.03,"a50931fc-b9dd-4ca1-9bfe-17600fdf0aee","Bahco 9035 Adjustable Wrench 300mm with 55mm Extra Wide Jaw BAH9035",38.32,NULL
863845,796459,"2017-10-25 18:17:27","dispatched",1,"[\"Health & Beauty\"]",44.79,"cc1b933d-1f01-48b6-b610-9135e642bcc1","The Diva Professional Styling Ultima 5000 Hairdryer, Pink",48.81,NULL
863844,796458,"2017-10-25 18:14:49","processing",1,"[\"Home & Garden\"]",29.23,"ed078f6b-3aad-40a8-a634-c32097de02b0","Breville VTP068 Digital Herb Infusion Steamer",37.00,NULL
863843,796457,"2017-10-25 18:07:05","dispatched",1,"[\"Sporting Goods\"]",5.61,"6921f459-d663-435a-b744-ae506644fc03","Second Wind II 60ml",7.95,NULL
863842,796456,"2017-10-25 18:06:33","dispatched",1,"[\"Hardware\"]",7.33,"6921f459-d663-435a-b744-ae506644fc03","Sealey SA302 Tyre Inflator with Gauge",12.30,32.75
863841,796455,"2017-10-25 18:04:46","dispatched",1,"[\"Books\"]",9.77,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Notable Boats: Forty small craft, forty great adventures",16.89,22.56
863840,796454,"2017-10-25 18:00:20","processing",1,"[\"Home & Garden\"]",7.93,"1e9d8689-82c5-4b6b-ab34-09db86724b59","Harry Potter Muggles Latte Mug",10.98,NULL
863839,796454,"2017-10-25 18:00:20","processing",1,"[\"DVDs & Videos\"]",2.76,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Jurassic Park 3 [DVD]",3.97,NULL
863838,796453,"2017-10-25 17:57:15","dispatched",1,"[\"Books\"]",4.50,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","New Grade 9-1 GCSE Geography AQA Revision Guide",5.95,40.73
863837,796452,"2017-10-25 17:56:35","dispatched",1,"[\"DVDs & Videos\"]",44.03,"c21ee771-0fcb-11e3-8051-90b11c403c56","Wild at Heart - Complete Boxed Set [DVD]",58.61,NULL
863836,796451,"2017-10-25 17:55:48","processing",1,"[\"Toys & Games\"]",13.70,"b55f7279-a3a5-4d84-a225-a4f598902b19","Hey Duggee Woof Woof Duggee Soft Toy",20.58,33.67
863835,796450,"2017-10-25 17:53:03","dispatched",1,"[\"Clothing & Accessories\"]",7.17,"3ef2f1e4-fee0-474d-a62e-73c668bd83cd","Official Harry Potter Jewellery Dobby the House-Elf Necklace",4.20,16.76
863834,796450,"2017-10-25 17:53:03","dispatched",2,"[\"Toys & Games\"]",3.36,"950160a2-f3ac-4595-a4f7-6f6ff3f13ab2","Harry Potter ~ Collectible Enamel Pin Badge ~ RAVENCLAW",4.99,12.46
863833,796449,"2017-10-25 17:47:30","processing",1,"[\"Books\"]",5.27,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Romeo and Juliet (Cambridge School Shakespeare)",7.25,19.39
863832,796448,"2017-10-25 17:46:54","processing",1,"[\"Vehicle Parts & Accessories\"]",22.57,"d686abdf-c697-4de6-a6a8-75ab75741f2d","RK Chain & Sprocket kit CSK818",27.99,22.56
863831,796447,"2017-10-25 17:42:28","dispatched",1,"[\"Books\"]",14.73,"c21ee771-0fcb-11e3-8051-90b11c403c56","Chanel: Collections and Creations",19.04,58.89
863830,796446,"2017-10-25 17:41:41","processing",1,"[\"Electronics\",\"Electronics\"]",56.52,"db1f5570-e726-4241-b9e4-0f19e29958d0","Sony 175642531 rechargeable battery - rechargeable batteries (Lithium-Ion, MP3/MP4 player, Black, Blue, MZ-RH1, MZ-NH1, MZ-DH10P)",74.68,NULL
863829,796445,"2017-10-25 17:40:53","dispatched",1,"[\"Hardware\"]",68.20,"a50931fc-b9dd-4ca1-9bfe-17600fdf0aee","Ryobi R18IW3-0 ONE+ 3-Speed Impact Wrench",89.74,17
863828,796444,"2017-10-25 17:37:29","processing",1,"[\"Electronics\"]",8.04,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","N64 Controller Adapter for PC and Mac USB",13.89,NULL
863827,796443,"2017-10-25 17:36:02","processing",1,"[\"Electronics\"]",20.12,"8cde9b1b-409d-4c2b-9e68-a7ce3ad09738","Reytid® Bose QC15 Cable, Headband & Ear Cushion Kit for QuietComfort 15 Headphones - Black Leather & In-Line Remote - Replacement Headphone Lead Ear Pad EarPads Cord Top Beam Audio",24.95,NULL
863826,796442,"2017-10-25 17:24:10","processing",1,"[\"Books\"]",12.33,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The New York Times: 36 Hours Europe, 2nd Edition - Paperback",16.99,54.22
863825,796441,"2017-10-25 17:22:39","dispatched",1,"[\"Electronics\",\"Office Supplies\"]",35.53,"db595b4e-f43c-4f20-8623-3d17208b4050","HP No.301XL Combo Ink Cartridge Combo Pack - Black/Tricolour",45.24,22.56
863824,796440,"2017-10-25 17:22:28","processing",1,"[\"Arts & Entertainment\"]",13.44,"92f718ce-cc11-4867-8583-18614892edc6","Magic The Gathering MTG-GP-EN Gift Pack",26.47,NULL
863823,796439,"2017-10-25 17:18:33","dispatched",1,"[\"Books\"]",34.25,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Quantitative Methods: for Business, Management and Finance",44.09,40.56
863822,796438,"2017-10-25 17:16:45","processing",1,"[\"Music & Sound Recordings\"]",13.70,"11b0a420-f4ea-418c-ae8a-96ffb25c37e5","24 Hours In A Disco [VINYL]",22.91,33.67
863820,796436,"2017-10-25 17:08:47","dispatched",1,"[\"Health & Beauty\"]",27.50,"e0f09d8b-c7bf-4557-8384-478bac910369","Panasonic WES9027Y1361 Combi Foil and Blade",39.99,22.56
863819,796435,"2017-10-25 17:08:10","processing",1,"[\"Toys & Games\"]",32.73,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","THOMAS WOODEN RAILWAY-DELUXE ROUNDHOUSE",56.50,22.56
863818,796434,"2017-10-25 17:04:14","processing",1,"[\"Home & Garden\",\"Home & Garden\"]",9.86,"9bab7105-f05d-47b9-80f2-90229a9466b6","JVL 4 Bottle Steamed Willow Wicker Wine Drinks Gift Basket Holder Carrier, 25 x 25 x 44 cm",15.99,NULL
863817,796433,"2017-10-25 16:56:20","dispatched",1,"[\"Books\"]",6.65,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Liverpool FC Official 2018 Calendar - A3 Poster Format",7.00,42.35
863816,796432,"2017-10-25 16:51:44","cancelled",1,"[\"Electronics\"]",82.84,"c1e333dc-f1e8-4564-a768-829ad143f74c","Marmitek Digital Wireless Surround Sender",107.90,17
863815,796431,"2017-10-25 16:51:28","processing",1,"[\"Home & Garden\"]",17.30,"ed078f6b-3aad-40a8-a634-c32097de02b0","Salter Curve Aquatronic Electronic Digital Kitchen Scale, Glass, White",24.82,NULL
863814,796430,"2017-10-25 16:45:05","cancelled",1,"[\"Toys & Games\"]",77.03,"1329af69-8e54-493c-9e40-97711a230694","Playmobil 5303 Deluxe Doll House",96.99,34.89
863813,796429,"2017-10-25 16:37:42","dispatched",1,"[\"Books\"]",3.45,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Lonely Planet New Zealand Planning Map",4.99,15.12
863812,796429,"2017-10-25 16:37:42","dispatched",1,"[\"Books\"]",10.37,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","The Art of Execution: How the world's best investors get it wrong and still make millions in the markets",16.88,21.78
863811,796428,"2017-10-25 16:36:23","dispatched",1,"[\"Books\"]",5.16,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Death Note A Novel Another Note by Nishio, Ishin ( Author ) ON Feb-16-2008, Hardback",7.99,16.46
863810,796427,"2017-10-25 16:24:23","processing",1,"[\"Books\"]",6.43,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Whiskey Words & a Shovel I",8.26,30.84
863809,796427,"2017-10-25 16:24:23","processing",1,"[\"Health & Beauty\"]",62.90,"3ef260b3-59b4-46d8-a734-015bc3e787f1","Thierry Mugler Angel Refillable Eau De Parfum Spray 100 ml",93.50,22.56
863808,796426,"2017-10-25 16:19:16","dispatched",1,"[\"Luggage & Bags\"]",17.35,"db1f5570-e726-4241-b9e4-0f19e29958d0","Bioworld Pokemon All-over Characters Print Backpack Casual Daypack, 45 cm, 15 Litre, Multicolour",24.56,22.56
863807,796425,"2017-10-25 16:16:16","dispatched",1,"[\"Toys & Games\",\"Home & Garden\",\"Home & Garden\"]",14.83,"5e7f713d-ea08-4257-a3af-30f528c05e69","Premier Decoration Wooden Advent House, 40 cm",18.99,33.67
863806,796424,"2017-10-25 16:16:10","dispatched",1,"[\"Health & Beauty\"]",25.05,"2bac4204-5a92-4216-bc9a-e8b742a50581","Nutri Superfood Plus - 360g by Nutri Advanced - Fruits & Vegetables with Chocamine, Antioxidants, Fibre & Enzymes",42.00,NULL
863805,796423,"2017-10-25 16:11:55","dispatched",1,"[\"Books\"]",15.82,"c21ee771-0fcb-11e3-8051-90b11c403c56","Ravilious in Pictures: Sussex and the Downs",25.00,22.56
863804,796422,"2017-10-25 16:02:44","dispatched",1,"[\"Electronics\"]",6.49,"25e27143-d4a3-4ad0-9fb5-48f227c3da7c","Panasonic RP-HS46E-K Slim Clip on Earphone - Black",8.88,13.1
863803,796421,"2017-10-25 16:02:40","processing",1,"[\"Luggage & Bags\"]",22.59,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Batman Logo Shoulder bag Standard",32.99,NULL
863802,796420,"2017-10-25 16:01:28","dispatched",1,"[\"Home & Garden\"]",17.51,"8ff1f213-83ef-4a6f-b08a-f1face32391c","Microwave Glass Tray Z06015Q00AP For Panasonic Ovens Fits NNA574 & More Models",22.50,22.56
863801,796419,"2017-10-25 15:57:42","processing",1,"[\"Toys & Games\",\"Toys & Games\",\"Toys & Games\"]",25.33,"a3a0657a-6e7a-4a47-a6e1-a7ddb3b93df9","Dolls World Bunk Beds",35.99,22.56
863800,796418,"2017-10-25 15:55:58","dispatched",1,"[\"Toys & Games\"]",61.84,"6921f459-d663-435a-b744-ae506644fc03","Rolly Toys Rolly Kid Massey Ferguson Tractor and Trailer",99.99,NULL
863799,796417,"2017-10-25 15:51:26","processing",1,"[\"Books\"]",10.68,"7368e5c8-4817-4b87-ae9e-72565c1b8db6","Joanne Trattoria Cookbook: Classic Recipes and Scenes from an Italian American Restaurant",18.59,22.56
863798,796416,"2017-10-25 15:43:42","dispatched",1,"[\"Health & Beauty\"]",27.50,"e0f09d8b-c7bf-4557-8384-478bac910369","Panasonic WES9027Y1361 Combi Foil and Blade",39.99,22.56
863797,796415,"2017-10-25 15:39:51","dispatched",1,"[\"Books\"]",5.57,"7368e5c8-4817-4b87-ae9e-72565c1b8db6"," Faber & Faber Poetry Diary 2018",7.57,38.05
863796,796414,"2017-10-25 15:21:07","dispatched",1,"[\"Furniture\"]",8.37,"5e95729c-4118-49e0-8ef0-90116b349025","Bathroom Toilet Brush & Holder Set - Blue / White Stripe Ceramic / Metal Handle",10.99,NULL
